# Pathway	SRR12395643	SRR12395644	SRR12395645	SRR12395646	SRR12395647	SRR12395648	SRR12395649	SRR12395650	SRR12395651	SRR12395652	SRR12395653	SRR12395654	SRR12395655	SRR12395656	SRR12395657	SRR12395658	SRR12395659	SRR12395660	SRR12395661	SRR12395662	SRR12395663	SRR12395664	SRR12395665	SRR12395666	SRR12395667	SRR12395668	SRR12395669	SRR12395670	SRR12395671	SRR12395672	SRR12395673	SRR12395674	SRR12395675	SRR12395676	SRR12395677	SRR12395678	SRR12395679	SRR12395680	SRR12395681	SRR12395682	SRR12395683	SRR12395684	SRR12395685	SRR12395686	SRR12395687	SRR12395688	SRR12395689	SRR12395690	SRR12395691	SRR12395692	SRR12395693	SRR12395694	SRR12395695	SRR12395696	SRR12395697	SRR12395698	SRR12395699	SRR12395700	SRR12395701	SRR12395702	SRR12395703
PWY-7619: juniperonate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	316.572	316.404	411.481	362.106	269.306	235.463	263.428	220.386	503.854	208.161	215.417	231.555	346.927	268.373	185.676	198.858	338.038	243.194	226.388	251.101	232.468	248.82	340.169	394.082	330.4	396.397	526.216	218.766	263.627	245.015	222.12	346.418	414.152	289.529	258.257	298.963	410.069	434.127	520.904	542.51	319.182	382.204	77.0242	364.48	479.001	706.798	155.313	247.078	343.463	328.386	352.868	358.305	281.155	480.391	393.351	326.745	179.825	292.927	266.551	318.536	419.401
PWY-7664: oleate biosynthesis IV (anaerobic)	194.299	89.0936	256.368	40.739	158.011	32.8044	116.725	122.219	351.182	80.327	71.025	37.6884	278.869	218.446	140.67	170.459	231.109	232.071	118.216	60.1041	43.0942	139.716	168.279	177.505	176.242	83.3557	319.945	193.099	42.3319	82.0715	64.6455	91.4357	10.3442	277.654	68.3548	73.5428	127.777	100.692	484.64	468.14	113.268	329.535	61.8302	271.33	397.515	504.121	88.7822	132.685	225.201	131.636	68.2788	173.576	11.2534	356.57	80.289	83.7925	92.984	257.977	188.347	262.03	379.276
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	0.942446	14.6309	11.3217	0	3.72131	0	13.5161	5.29521	92.9303	0	2.22932	2.34334	65.8323	48.0173	3.69187	14.8012	92.8843	33.5823	5.80752	1.19398	1.7254	2.89629	1.14493	0	0	0	83.2008	45.1211	0	0.883341	0	0	0	53.955	0.937794	6.03175	1.23009	0	0	64.7084	0	60.6143	0	61.4131	95.2612	13.2577	10.3773	15.5	0	0	0	4.7064	0	74.6582	0.532355	0	11.3499	60.9572	20.1354	94.8217	69.4123
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	315.811	255.892	387.975	218.097	180.89	227.999	245.775	227.053	212.783	231.588	274.217	184.65	184.762	360.901	189.288	225.806	232.916	305.627	291.62	201.834	240.934	295.505	363.15	364.687	269.027	254.229	269.564	207.022	297.497	258.044	233.353	334.157	302.808	281.725	192.674	312.928	356.406	351.654	368.901	272.415	265.395	237.033	68.1324	139.442	250.527	253.551	215.461	204.653	355.667	329.555	239.311	356.443	207.026	250.075	346.688	350.397	199.716	249.256	290.954	230.718	306.557
PWY-922: mevalonate pathway I	0	0	3.20057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	2.94564	0	0	2.31971	2.27894	0	0	0	1.41733	1.251	1.84335	0	0.858376	6.72326	5.42172	1.46296	0	0	9.63751	0	2.18983	0.515392	0	0	0	0	0	0	4.51431	0	11.6117	0	3.11399	0.810124	3.53309	0	1.13913	0	0	0	0	0	0	0	0	0.680701	0	1.12245	0	0.691252	0	0	0	1.69211	0	0	0	2.89336	6.65966	0	0
PWY0-1061: superpathway of L-alanine biosynthesis	0	84.2544	58.9082	0.966682	8.28968	2.21386	6.97974	0	118.387	0	3.17483	0	29.7352	17.3859	0	9.6737	65.8576	14.3955	0	2.8186	0.993427	0	0	0	2.49351	0	195.117	30.7598	0.470606	0	0	0	0	50.3963	0	0.881424	0.367111	0	4.8702	56.4118	0	28.7742	0	26.1084	20.5696	173.762	7.64694	8.41444	1.35718	12.1025	0	8.04064	1.10502	39.9133	0	0	9.79397	27.5155	3.71367	10.9926	22.874
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	11.1927	14.2283	29.6309	13.5876	33.974	9.33649	24.4072	9.31656	99.9166	36.9215	15.5121	9.39641	81.1012	45.605	5.84942	15.6637	58.5066	28.2266	16.0698	16.0267	38.1545	16.3994	26.4204	36.3185	25.8725	3.48111	122.461	37.9514	39.9254	11.4411	9.96151	26.6478	1.24691	73.2793	18.1962	54.338	22.8071	16.7544	202.016	156.825	20.3238	90.1402	13.9003	69.967	148.328	178.243	23.3385	34.5451	6.07769	16.5112	32.0518	86.9362	17.7883	73.1674	20.9369	11.146	12.4695	36.8611	42.2228	60.1349	65.7789
PWY0-1261: anhydromuropeptides recycling	0	108.495	183.479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1261: anhydromuropeptides recycling I	214.138	0	0	153.901	127.733	92.8279	168.762	98.2794	313.01	166.321	204.488	86.0588	239.36	235.208	69.9196	116.436	238.62	157.429	162.068	127.782	120.908	95.5555	92.7048	126.402	154.847	84.0539	344.757	196.56	79.9832	154.907	148.128	171.611	135.257	169.098	167.291	115.821	128.399	118.053	378.462	285.331	123.05	195.672	0	273.675	268.955	439.686	161.605	165.777	94.3434	156.897	141.779	189.3	57.6103	244.906	114.716	120.236	88.4486	217.6	175.544	189.064	278.237
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0.616381	1.31224	1.86824	0	0	0	14.6937	0	24.3048	0	0	0	0	64.4148	1.32634	19.7307	126.54	0	2.08415	0.67508	3.908	4.36925	0	0	0	0	31.1222	52.1722	0	0	0	0	0	0	1.29515	4.68703	0	0	1.15217	23.74	0	0	0	0	73.4471	87.7898	9.9936	0	0	4.7868	0	6.49483	0	3.60326	0	0	2.65133	67.2085	18.8269	81.7112	62.4612
PWY0-1296: purine ribonucleosides degradation	232.828	331.081	166.193	208.843	312.571	354.142	242.893	345.247	263.078	316.946	365.959	161.532	221.14	398.793	282.939	295.495	309.099	242.39	249.797	268.975	245.399	279.748	203.521	223.552	242.75	78.9136	298.677	305.363	288.078	205.916	223.727	301.9	180.183	179.268	276.653	217.097	202.219	226.484	328.208	171.324	312.318	222.974	213.99	244.594	179.314	350.457	380.683	264.481	261.965	253.308	243.679	197.258	297.56	287.97	205.236	242.499	356.777	401.635	307.017	180.249	139.782
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	27.1212	82.8805	42.4582	17.1673	60.0928	210.723	48.0633	24.5268	174.48	18.4653	21.1436	16.075	126.967	162.867	30.7988	92.2601	233.308	53.8856	24.5019	44.4399	20.4727	28.4048	9.94947	17.3697	5.73942	7.84803	196.705	155.035	36.6481	57.6668	26.1135	15.7211	24.9362	75.3048	16.9449	48.6112	8.17211	13.2296	274.798	129.197	7.01414	128.143	33.0663	88.1505	170.832	309.258	29.725	39.7844	26.006	38.3855	7.75402	44.8573	38.3084	172.469	8.81085	8.54694	27.906	183.647	43.2965	137.4	112.058
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	17.7063	35.4273	20.8973	6.13452	39.339	13.3876	38.5683	36.6034	195.694	18.2001	14.8939	11.8127	109.722	123.933	17.3758	68.4839	194.37	114.645	18.7502	28.7438	18.7414	29.8938	24.8367	10.7174	5.85395	5.2848	206.778	151.814	18.3966	11.0794	16.5616	14.2615	5.86544	84.2662	13.4136	14.4874	7.5593	37.8472	211.164	141.248	12.9902	108.489	31.7208	121.674	175.431	283.661	23.5949	53.6723	21.9919	24.7633	12.7042	27.8736	18.3623	150.268	8.08739	7.0239	38.1277	138.834	41.9285	123.438	93.2599
PWY0-1319: CDP-diacylglycerol biosynthesis II	463.941	434.522	452.316	385.637	415.473	405.092	370.992	366.957	415.966	390.904	384.05	441.787	330.894	476.102	319.907	377.454	422.227	385.484	367.291	349.637	331.686	363.029	351.328	397.119	366.92	415.193	433.849	381.482	396.853	351.245	367.643	448.492	454.703	295.083	365.26	365.329	458.206	467.558	377.05	283.907	410.171	305.456	245.486	316.543	236.256	463.819	408.654	326.296	422.543	415.177	396.61	506.325	440.468	355.285	440.035	386.432	395.161	468.227	442.345	219.685	405.529
PWY0-1338: polymyxin resistance	0	0.566904	0	0	4.53811	2.47993	4.63523	0	119.002	0	0	1.21779	60.7517	30.0145	0.585482	19.1611	71.3079	28.0028	0	0.560449	1.76174	0.952787	0	0	0	0	122.066	15.5165	0	0	0	0	0	41.0114	1.99046	2.08209	1.00573	0	218.388	121.245	0	52.5189	0	57.8159	139.308	187.739	5.58842	9.05641	0	8.94903	0	5.04751	0	76.8242	0	0	3.58845	42.1225	11.4343	42.5104	41.1008
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0	0	0	3.1981	4.5963	2.07841	15.8123	1.64362	149.942	0.654907	0.776178	3.99831	74.5956	40.8308	7.02707	18.543	96.0948	42.2064	1.24379	2.58088	3.23793	4.0958	0	0	1.19962	0	141.947	65.989	4.0137	0	0	0	0	56.8343	3.16835	6.20921	2.41613	0.973109	185.161	93.674	0	77.5429	0	69.3946	107.349	240.256	11.8182	13.9981	0	5.89569	0.738732	5.30735	1.59312	101.8	0	0	8.10881	51.086	13.297	80.4605	74.51
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	0	2.63069	1.29727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1479: tRNA processing	27.4132	71.4169	32.2992	35.0609	72.5404	51.367	59.074	51.5376	205.345	53.4513	48.3526	26.4051	174.227	134.589	52.2892	71.1972	180.546	71.7434	62.8096	55.1829	20.8612	30.4427	32.0612	23.7241	7.70993	1.67024	226.917	155.052	23.0304	40.5158	66.3968	20.0525	22.7723	163.118	39.3033	19.8694	23.5333	19.0993	281.046	186.731	28.8086	148.703	42.3163	169.977	164.846	271.043	57.6688	57.8677	45.8462	44.0273	44.2571	18.514	43.1443	189.853	28.8209	21.4597	75.3084	115.478	55.7981	157.51	192.521
PWY0-1533: methylphosphonate degradation I	0.695512	0	0.692824	0	0	0.956582	2.08017	0	16.5517	0	0	0	5.33874	4.47771	0.544462	2.14373	1.57661	7.34846	0	1.59832	0	0.616484	0	0	0	0	10.6351	6.68994	0	0	0.737636	0	0	1.21106	0	1.15082	0	0	0	101.161	0	7.78188	0	12.5774	92.128	17.5842	0	3.29858	0	0	0	3.65575	0	3.51679	0	0	0.395106	4.37687	3.18457	2.69144	13.7073
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	313.595	309.234	398.186	289.748	277.344	213.995	371.22	240.172	774.522	335.567	317.353	616.932	598.093	607.041	211.976	203.642	660.52	432.561	324.527	260.58	258.927	298.275	326.692	398.412	372.682	436.131	971.332	421.667	337.612	288.96	240.462	434.784	408.075	431.295	309.188	360.845	382.706	442.82	704.798	704.282	318.958	509.619	265.794	505.305	603.449	1149.45	249.167	278.489	385.288	451.173	424.569	331.863	432.046	662.459	404.222	281.93	346.734	584.551	386.807	460.465	733.748
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	235.543	232.354	327.02	192.907	139.046	183.281	201.307	137.36	171.412	163.235	169.637	82.4809	137.095	152.955	133.497	182.402	186.119	176.347	216.143	159.577	170.627	217.812	197.315	188.833	152.519	244.935	224.207	150.374	185.374	167.99	160.138	169.907	54.6618	187.823	104.755	260.121	184.196	203.535	309.718	225.714	207.453	188.247	120.183	108.285	228.9	214.892	148.807	160.24	203.342	136.844	92.2291	307.633	83.6956	183.802	263.834	279.807	123.773	192.783	179.681	182.212	224.539
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	1.44691	198.786	293.339	1.90619	10.3285	4.20263	25.54	3.20477	133.513	0	1.70526	8.28628	88.6115	107.958	3.14674	63.6215	123.754	59.2016	2.33988	7.93304	3.20356	6.3653	0	0	0	0	177.902	66.8435	4.91646	0	0	0	0	121.82	5.6192	5.91679	7.54224	0	0	119.138	0	108.395	0	69.0812	141.88	212.483	16.0321	43.4083	1.14297	17.1323	0	30.6799	0	118.053	2.58775	1.47571	17.0437	84.2319	22.278	119.949	77.4621
PWY0-41: allantoin degradation IV (anaerobic)	0	0	0	0	0	0	0	0	28.9079	0	0	0	13.0764	7.36714	0	2.56657	30.6755	0	0	0	0	0	0	0	0	0	42.8224	11.9975	0	0	0	0	0	10.8111	0	0	0	0	0	7.2171	0	10.5577	0	9.59254	1.17196	34.2736	1.49868	1.04174	0	0	0	0	0	14.5096	0	0	0	7.52381	0	1.96664	10.7828
PWY0-42: 2-methylcitrate cycle I	0	0.54909	1.71654	0.65165	1.5323	0	8.77762	0.453393	82.1678	0.88675	0.584686	0	64.0261	32.6423	4.47248	5.77469	65.1108	19.7936	3.88915	0.238343	1.94816	1.50817	0	0	0	0	123.281	38.15	0.510592	0	1.6918	0	0	37.5151	0.558087	2.04846	0.511122	0	7.25337	91.3366	0	59.6804	0	28.0691	24.9482	190.827	0	5.80655	0	0.859803	0	2.51004	0	62.8403	0.362769	0	2.01853	49.2399	12.2278	12.3064	79.7891
PWY0-781: aspartate superpathway	20.0748	41.7208	76.8257	40.6335	57.6515	48.6968	74.5758	19.0277	208.659	63.6271	65.4238	11.2406	161.771	153.113	65.2778	69.6405	184.24	90.2058	110.449	25.5949	21.035	57.1306	33.5174	10.6444	0	3.27048	248.178	122.618	20.8937	14.6456	63.7602	12.4476	22.3051	118.507	25.1514	43.1825	42.054	26.836	249.432	186.839	26.6379	142.849	110.946	155.772	196.427	312.604	52.732	54.186	103.729	32.9723	54.4035	39.1942	44.9152	170.239	15.0689	33.0449	93.0927	164.921	78.4581	148.792	173.639
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	160.182	152.979	199.449	159.85	135.56	126.634	186.214	83.0585	281.337	125.897	123.012	59.5906	228.831	123.813	75.1909	79.7847	135.2	113.014	113.132	111.969	97.9723	98.7636	133.517	206.667	169.769	349.361	281.025	105.718	122.538	141.283	127.578	238.516	331.836	260.484	169.758	227.854	229.591	210.64	249.681	278.151	143.675	215.926	88.9336	216.369	239.743	379.924	94.7822	153.659	111.378	267.046	197.494	277.814	36.951	272.143	246.927	87.5347	90.7209	145.125	169.029	152.661	295.201
PWY0-862: (5Z)-dodec-5-enoate biosynthesis	0	79.3905	239.312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-862: (5Z)-dodecenoate biosynthesis I	180.782	0	0	35.4905	146.848	28.6866	106.335	113.691	318.047	72.6342	63.8253	32.8355	265.76	210.52	134.35	165.654	213.83	227.327	108.939	53.2528	37.9172	130.033	154.538	161.575	162.402	73.4396	291.433	187.455	37.1337	73.6387	57.6725	81.3245	8.89666	271.893	60.844	65.1989	114.434	89.1686	477.627	433.052	102.201	316.034	59.473	252.22	368.239	456.205	82.6658	122.783	211.695	119.306	60.1218	160.027	9.69275	332.971	70.8187	74.6073	85.668	250.335	178.716	246.546	365.41
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	0	0	18.9615	3.88356	0	4.34684	11.7238	4.28471	0	0	7.02412	0	58.8695	33.0109	0	0	0	5.19245	4.63969	0	0	12.592	0	0	0	0	0	0	0	0	0	0	5.2764	0	0	6.6123	7.80456	0	3.47616	4.48841	0	0	0	0	0	0	3.55178	0	0	0	1.41436	0	0	3.43275	0	0	9.62479	6.05041	25.5981	0	0
PWY1G-0: mycothiol biosynthesis	5.67602	8.09227	18.7642	0.919823	1.81625	0	0	0	0	0	1.65262	0	1.20634	1.03054	8.72727	0	0	0	22.8004	0.331369	1.67343	3.19046	0	0	0	0	1.08106	0	0	0	10.9404	0	0	0	0	0	0	0	13.1203	0.321197	0	0	0	0	0	0	0	0.52763	0	0	0	0	0	1.04671	0	0	0	0	2.1752	0	0
PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)	0	0	0	0	0.95233	0	0	0.909435	17.682	0	0	0	0	0.805255	0	16.7781	0	0	4.75853	0	0	0	0	0	0	0	7.92315	0	0	0	0	0	0	0.909756	2.93508	1.66835	0	1.08661	0	8.92129	0	0	0	0.803208	86.2835	113.423	1.11534	0	0	3.48738	0	0	0	0	0	0	2.78471	0	0	124.817	2.39521
PWY3O-355: stearate biosynthesis III (fungi)	51.317	0.545824	7.04615	87.9069	18.6113	50.4334	48.8229	32.4726	15.6246	13.1482	40.4229	28.4336	61.6432	99.5184	31.3301	21.946	1.34767	34.7108	52.2223	14.9471	47.9812	66.4155	146.315	115.217	65.8349	55.7337	2.30242	18.9014	52.4541	52.7051	35.425	92.5047	66.4857	61.1548	28.101	63.0896	94.7107	106.581	21.5377	149.677	48.45	71.6867	18.5781	14.3625	106.731	0.156759	8.84659	14.1881	126.945	78.5042	41.1707	130.572	6.81759	49.8463	88.5079	51.6216	22.3096	40.9864	45.3671	17.2107	23.2252
PWY490-3: nitrate reduction VI (assimilatory)	0	2.9906	0.991832	0	0.937396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	101.05	110.243	189.494	125.924	127.186	78.5588	171.202	95.7437	319.421	128.836	127.35	230.512	251.405	266.066	39.5024	148.055	307.837	218.205	104.788	97.4555	136.612	73.9319	85.4766	179.462	165.307	85.0906	314.086	218.935	175.332	85.7624	97.2827	98.7006	211.166	193.024	154.14	144.888	82.4181	194.548	259.908	247.063	96.7179	234.186	132.792	247.416	226.153	392.648	84.9203	107.809	119.999	206.12	97.9703	80.0486	261.591	289.187	134.789	65.0108	128.2	308.375	175.808	171.357	255.945
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	101.05	110.243	189.494	125.924	127.186	78.5588	171.202	95.7437	319.421	128.836	127.35	230.512	251.405	266.051	39.5024	148.055	307.837	218.205	104.788	97.4555	136.612	73.9319	85.4766	179.462	165.307	85.0906	314.086	218.935	175.332	85.7624	97.2827	98.7006	211.166	193.024	154.14	144.888	82.4181	194.548	259.908	247.063	96.7179	234.186	132.792	247.416	226.153	392.648	84.9203	107.809	119.999	206.12	97.9703	80.0486	261.591	289.187	134.789	65.0108	128.2	308.375	175.808	171.357	255.945
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	1.8896	64.0529	35.5572	9.11284	48.4904	5.91933	38.5511	20.0143	187.387	15.2084	11.1039	12.9268	121.775	127.275	25.2837	66.2235	224.675	46.2497	20.1488	35.2328	7.91044	23.4222	3.23355	13.9545	4.70254	6.37152	224.303	98.0387	18.3133	8.91228	10.9054	12.8743	5.16335	32.0009	13.7158	8.18322	6.55487	10.913	44.5853	137.09	4.95647	103.88	26.9647	63.3628	54.0905	377.633	24.4073	15.5323	21.4444	24.3022	6.38527	31.8866	15.4672	163.998	7.26146	7.0523	15.9591	149.382	34.8782	115.791	78.7609
PWY5F9-12: biphenyl degradation	0	0	3.2477	0	0	0	0	0	0	0.561453	0.811637	0	0	0	0	1.93309	0	0	0.721408	0	0	0	0	0	0	0	1.23837	0	0	0	0	0	0	0	0	0	0	0	0	4.35192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47157	0
PWY66-201: nicotine degradation IV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.340407
PWY66-367: ketogenesis	0	0	2.44152	0.602568	0.720785	0	0	0	2.72468	0	0	0	0	0	0	0.977211	0	0	0.814436	0	0.953606	0	0	0	0	0	0	0	0	0	0	0	0	1.29018	1.02282	0	0	0.794604	0	0	0	0	0	0	0	0	0	0	0	2.24564	0	0	0	0.978603	0.531924	0	0	0.951144	0.939691	0	0.733699
PWY66-388: ceramide degradation by &alpha;-oxidation	3.71303	0	0	2.98558	0	2.41684	4.8072	0	0	0.881717	0.440402	1.3356	0.345571	0	3.24935	0	0	0	2.89922	1.64942	2.74073	0	0	0	1.39877	0	0.836959	1.93127	0	0	4.88113	0	0	0	2.31885	0	0.274337	0.459593	0	56.8839	0	0	0	2.70533	32.3549	0	0	0	0	0	1.89353	7.05875	0.827199	0.591659	3.43824	0	0	0	0	3.05281	0
PWY66-388: fatty acid &alpha;-oxidation III	0	0.311653	3.54411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-389: phytol degradation	9.76924	1.42334	34.2523	3.76037	12.6789	5.87219	5.27072	1.3455	29.1771	14.9897	9.38821	1.64974	2.61817	10.7924	11.1695	12.1752	32.552	2.96859	33.5393	1.73988	2.83723	3.91361	0	1.78916	1.40151	0	29.0024	13.6906	4.77871	0	16.2011	1.03664	6.33872	1.3224	2.41295	0.700431	1.73517	0.998585	242.073	267.035	0	5.04611	24.5032	11.3794	181.281	64.4549	9.41492	0.919427	10.1203	8.55718	1.98339	7.59879	4.04787	4.48074	3.71572	0	24.8927	17.5512	3.66678	145.454	85.4635
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0	0	0	0	0	0	0	0	0	0	0	0	0.330022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38446	0	0
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)	0	2.08731	18.9801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-398: TCA cycle III (animals)	1.76671	9.0189	17.3996	0	15.1719	3.74648	7.90154	2.80729	6.36945	13.8621	9.21354	4.22091	7.56375	20.6435	9.07948	5.39607	6.77949	8.19155	12.0984	5.18587	8.05737	6.70712	0	4.40617	0	0	3.61328	23.3037	9.97881	2.26327	2.31324	7.4826	1.65807	12.3873	0	16.552	2.65025	2.53609	8.65685	0	0	0	0	24.712	3.14601	0	8.25527	7.23016	0	1.71187	1.10207	12.728	1.74317	16.8361	8.0286	1.48136	15.9173	29.984	10.5568	8.85475	76.06
PWY66-399: gluconeogenesis III	77.5931	89.229	83.1442	53.895	86.1152	88.996	87.9783	86.3891	56.0072	90.2417	89.4832	72.9589	65.6578	6.46826	97.1711	92.6588	88.065	26.9062	128.52	109.345	103.009	80.9477	82.3696	53.2229	43.7453	8.07912	6.21255	58.8029	112.965	127.449	112.616	71.8407	22.7351	126.205	95.2384	113.369	70.9971	13.75	66.9482	52.0381	34.0495	52.2403	49.4175	152.781	66.9073	0	96.1435	137.539	48.9111	22.7432	96.704	0	64.7039	41.46	40.1277	84.7291	91.3011	14.4388	57.1118	82.7993	123.53
PWY66-400: glycolysis VI (metazoan)	0	280.124	142.911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-409: superpathway of purine nucleotide salvage	71.3034	35.215	90.0222	45.9606	53.7836	230.375	50.4285	37.0956	196.949	38.0222	56.1926	31.086	147.934	194.45	55.6207	100.18	217.049	119.439	32.2501	30.695	53.8584	30.2013	28.6682	11.5702	3.2081	0	231.485	124.353	91.337	126.675	66.5559	8.56098	67.8561	153.503	44.1993	116.23	23.7504	15.4254	352.429	149.605	20.1502	136.876	0	123.554	183.08	230.057	19.3207	88.7969	13.1731	97.0509	17.8724	22.4744	89.0626	178.346	25.4814	14.5836	67.2469	235.537	80.9968	169.287	141.379
PWY66-422	326.435	0	0	203.326	279.623	184.405	224.839	294.201	232.948	302.892	288.964	148.812	219.513	365.105	233.644	197.548	225.133	287.863	234.379	234.585	233.408	273.557	165.448	128.801	216.056	47.4664	236.967	202.931	240.736	221.094	226.994	226.102	141.327	143.925	190.676	172.767	193.764	185.026	278.252	125.384	226.113	144.113	174.697	224.723	140.885	237.674	323.001	203.36	234.946	212.16	218.999	62.1515	264.921	214.724	143.246	202.76	339.908	309.919	196.383	163.717	156.627
PWY66-422: D-galactose degradation V (Leloir pathway)	0	305.985	142.727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWYG-321: mycolate biosynthesis	0	92.8296	263.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I	0	29.9934	69.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	35.107	0	0	55.7857	52.0687	60.6774	93.1355	9.7374	156.372	53.8583	75.8029	0	183.63	116.028	74.3835	40.8672	149.5	118.445	45.4101	11.6835	17.4879	4.719	3.40664	0	10.7585	3.80267	135.305	132.687	15.3939	6.34712	61.4601	2.19524	46.2131	134.59	30.5806	24.5089	46.1266	13.26	66.5547	174.288	14.7514	154.256	172.419	171.264	104.76	134.004	21.7891	53.4069	129.124	8.28427	55.5441	33.5236	28.8347	172.513	3.5513	5.74978	75.789	171.698	103.755	103.462	158.675
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)	0	360.124	390.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
